5096,10,A,B,C,D,E,F,G,H,I,J,K,L,O,Q,U,W,X,Y
24707.69,31796.55,38675.16,31548.76,31425.57,35338.05,44606.89,44606.89,0,0,0
24315.79,32171.81,38221.51,31921.15,31548.76,34925.55,44785.71,44606.89,0,0,0
24806.51,31796.55,38827.66,31672.41,31548.76,35062.50,44785.71,44251.71,0,0,0
24413.26,31921.15,37922.27,31548.76,31548.76,35200.00,44606.89,44606.89,0,0,0
24609.22,31796.55,38372.09,31425.57,31302.86,35062.50,44251.71,44251.71,0,0,0
24315.79,32046.24,37773.59,31425.57,31796.55,34653.30,44606.89,44606.89,0,0,0
24413.26,32046.24,38071.59,31302.86,31302.86,35062.50,44251.71,44251.71,0,0,0
24413.26,32046.24,37922.27,31302.86,31548.76,35062.50,44965.36,44428.90,0,0,0
24905.66,32297.87,38221.51,31302.86,31180.61,35062.50,44251.71,44606.89,0,0,0
25005.16,32171.81,38221.51,31548.76,31672.41,35062.50,44428.90,44075.34,0,0,0
24707.69,32046.24,37922.27,31180.61,31548.76,35062.50,44428.90,44075.34,0,0,0
24609.22,31921.15,37773.59,31058.83,31058.83,34653.30,44428.90,44075.34,0,0,0
24609.22,32171.81,37773.59,31058.83,31180.61,35062.50,44075.34,44428.90,0,0,0
24806.51,31921.15,38071.59,31302.86,31425.57,34925.55,43551.03,43899.77,0,0,0
24413.26,31796.55,37922.27,30937.50,31425.57,34653.30,43724.99,43899.77,0,0,0
24707.69,31672.41,37922.27,31180.61,31058.83,34518.00,43551.03,43899.77,0,0,0
24511.07,32046.24,37478.07,31058.83,31058.83,34383.23,44428.90,43724.99,0,0,0
24806.51,31548.76,37625.53,30816.63,30696.23,34789.16,43724.99,44606.89,0,0,0
24511.07,31796.55,37478.07,31058.83,31058.83,34518.00,43899.77,44251.71,0,0,0
24609.22,31672.41,37773.59,31425.57,31058.83,34518.00,43724.99,44075.34,0,0,0
24511.07,32046.24,37625.53,30816.63,31058.83,34518.00,43899.77,44251.71,0,0,0
24511.07,32046.24,37478.07,31058.83,31058.83,34383.23,43899.77,43724.99,0,0,0
24511.07,32046.24,37478.07,31058.83,31058.83,34383.23,43724.99,43724.99,0,0,0
24315.79,31921.15,37478.07,30937.50,30696.23,34383.23,44075.34,43899.77,0,0,0
24806.51,31548.76,37331.25,31180.61,30696.23,34115.31,43899.77,43899.77,0,0,0
24511.07,31672.41,37478.07,30816.63,31058.83,34383.23,43205.43,43551.03,0,0,0
24905.66,31548.76,37625.53,30937.50,30576.27,33982.14,43551.03,44075.34,0,0,0
24413.26,31796.55,37478.07,30937.50,30696.23,34249.01,43899.77,43724.99,0,0,0
24413.26,31672.41,37625.53,31058.83,31058.83,34383.23,43205.43,43377.83,0,0,0
24315.79,31796.55,37185.02,30937.50,30696.23,34115.31,43551.03,43205.43,0,0,0
24413.26,31672.41,37773.59,31180.61,30456.77,33849.50,43205.43,43724.99,0,0,0
24707.69,31672.41,37773.59,31058.83,31058.83,34383.23,42862.93,43205.43,0,0,0
24511.07,31796.55,37478.07,31058.83,31058.83,34383.23,42862.93,43205.43,0,0,0
24315.79,31796.55,37185.02,30937.50,30576.27,33849.50,43724.99,43377.83,0,0,0
24511.07,31548.76,36894.40,30696.23,30937.50,33849.50,43724.99,43205.43,0,0,0
24413.26,31796.55,37331.25,31921.15,30937.50,33982.14,43377.83,43377.83,0,0,0
24609.22,31548.76,37185.02,31058.83,30937.50,33849.50,43551.03,43377.83,0,0,0
24413.26,31425.57,37039.42,30937.50,30576.27,33849.50,43377.83,43724.99,0,0,0
24413.26,31548.76,37773.59,30816.63,30456.77,33717.39,42862.93,43377.83,0,0,0
24707.69,31425.57,37331.25,30576.27,30576.27,33982.14,42862.93,43033.78,0,0,0
24315.79,31672.41,37625.53,30696.23,30456.77,33585.80,42692.82,43205.43,0,0,0
24511.07,31548.76,37625.53,30816.63,30456.77,33585.80,42692.82,43033.78,0,0,0
24315.79,31796.55,37039.42,30696.23,30816.63,33717.39,42862.93,43551.03,0,0,0
24609.22,31425.57,37185.02,30816.63,30337.71,33585.80,42523.48,43377.83,0,0,0
24413.26,31425.57,37185.02,30696.23,30219.10,33717.39,43205.43,43551.03,0,0,0
24315.79,31672.41,36750.00,30696.23,30456.77,33717.39,43033.78,43033.78,0,0,0
18072.62,43377.83,39600.00,37331.25,27391.77,34789.16,47570.40,50355.55,0,0,0
18150.00,45145.84,37625.53,37922.27,27176.47,34518.00,47187.65,50150.24,0,0,0
18540.46,44428.90,37039.42,37478.07,26330.40,34789.16,46997.62,52682.73,0,0,0
16865.59,45692.31,38372.09,35895.91,27827.03,35476.68,47378.57,49945.95,0,0,0
16283.21,45327.14,40229.94,37185.02,27717.62,35200.00,49138.69,52682.73,0,0,0
17236.61,46060.89,41032.89,37625.53,27391.77,34789.16,47763.16,50977.61,0,0,0
17386.56,44075.34,38675.16,37625.53,26962.70,34383.23,45327.14,52250.00,0,0,0
17236.61,44606.89,38980.81,37185.02,27069.40,34653.30,46060.89,53340.15,0,0,0
17765.41,43899.77,36320.33,36894.40,26962.70,33982.14,45509.30,51609.02,0,0,0
18383.56,43724.99,37185.02,38071.59,26856.38,33717.39,46997.62,50355.55,0,0,0
18540.46,44428.90,36750.00,36320.33,26962.70,33717.39,47570.40,50561.88,0,0,0
19666.15,43205.43,38523.30,37478.07,26434.86,34249.01,45327.14,53119.90,0,0,0
20670.90,44965.36,37331.25,38221.51,26856.38,32678.99,44785.71,52682.73,0,0,0
19584.11,46060.89,38523.30,37478.07,25813.59,34115.31,44965.36,51821.61,0,0,0
19996.86,44606.89,38523.30,37185.02,25916.23,32678.99,45692.31,52250.00,0,0,0
19097.22,42692.82,36606.18,37478.07,26019.23,34383.23,46997.62,49540.35,0,0,0
18777.61,43033.78,38372.09,37185.02,26122.59,34925.55,47378.57,50977.61,0,0,0
18698.31,45327.14,37922.27,38071.59,26226.31,32678.99,45509.30,52250.00,0,0,0
17537.43,44785.71,37922.27,37331.25,25711.30,34249.01,44785.71,53119.90,0,0,0
18305.47,42692.82,36750.00,37039.42,25916.23,35062.50,47187.65,51609.02,0,0,0
18619.27,44428.90,37773.59,37922.27,25711.30,34518.00,48346.99,50150.24,0,0,0
18305.47,44606.89,37773.59,37773.59,25711.30,34249.01,45327.14,51821.61,0,0,0
17841.87,44785.71,38071.59,37773.59,25609.38,34249.01,48346.99,49945.95,0,0,0
18857.14,44428.90,38523.30,36606.18,26962.70,33194.11,44965.36,51821.61,0,0,0
18936.93,45327.14,38372.09,36894.40,26122.59,34925.55,46620.28,49540.35,0,0,0
19177.74,45145.84,38221.51,36178.27,27391.77,34518.00,45876.17,52465.82,0,0,0
18227.62,42187.08,37331.25,37625.53,26856.38,34249.01,44965.36,52035.27,0,0,0
18777.61,44428.90,37625.53,38071.59,26539.68,35062.50,48151.44,51609.02,0,0,0
18305.47,44075.34,38071.59,37331.25,26856.38,32297.87,46432.95,50561.88,0,0,0
18461.89,44075.34,37478.07,35476.68,25916.23,34653.30,46808.52,49945.95,0,0,0
18383.56,44251.71,37625.53,35476.68,25813.59,34115.31,45145.84,51187.03,0,0,0
17537.43,44428.90,37478.07,36036.81,26750.44,34115.31,46997.62,51397.50,0,0,0
18461.89,44785.71,37478.07,36462.96,27283.93,32424.42,46246.47,51821.61,0,0,0
17461.88,45145.84,36462.96,35200.00,26434.86,34249.01,44606.89,51397.50,0,0,0
17461.88,44785.71,35895.91,37185.02,25916.23,33849.50,46432.95,50977.61,0,0,0
18227.62,42862.93,38372.09,36750.00,26330.40,34115.31,45327.14,52900.76,0,0,0
17311.47,44428.90,37478.07,35895.91,27069.40,34115.31,45876.17,49339.02,0,0,0
18227.62,44075.34,36750.00,36750.00,26644.88,32678.99,46808.52,51609.02,0,0,0
17386.56,45145.84,37773.59,36750.00,26330.40,33982.14,46432.95,51821.61,0,0,0
18540.46,43551.03,35615.85,37185.02,26434.86,34249.01,46246.47,49540.35,0,0,0
18150.00,44606.89,36178.27,37039.42,27176.47,32935.55,47378.57,51397.50,0,0,0
17386.56,43899.77,37478.07,35200.00,25711.30,34383.23,46432.95,51397.50,0,0,0
18461.89,42187.08,37331.25,37331.25,26962.70,34789.16,46060.89,51609.02,0,0,0
18227.62,42862.93,37331.25,37039.42,26750.44,34249.01,44251.71,50769.23,0,0,0
17689.19,44251.71,36178.27,37039.42,25711.30,33849.50,46246.47,49339.02,0,0,0
18150.00,42187.08,36750.00,36894.40,27500.00,32171.81,45509.30,51187.03,0,0,0
17918.55,42523.48,37185.02,36462.96,26539.68,33324.16,47378.57,51397.50,0,0,0
17995.47,44428.90,37039.42,36178.27,27283.93,32424.42,48151.44,51397.50,0,0,0
18540.46,44075.34,36606.18,37185.02,26856.38,32171.81,45509.30,52035.27,0,0,0
18540.46,44428.90,37331.25,37773.59,25507.80,33454.72,46620.28,52682.73,0,0,0
17613.19,44965.36,37478.07,36462.96,27391.77,33849.50,46432.95,51397.50,0,0,0
17995.47,44428.90,37331.25,35895.91,26962.70,33064.58,46246.47,51609.02,0,0,0
18619.27,44075.34,37185.02,35615.85,26330.40,33324.16,45692.31,51821.61,0,0,0
18619.27,43377.83,37185.02,37039.42,26856.38,32046.24,45692.31,51397.50,0,0,0
18619.27,44251.71,35615.85,36462.96,26750.44,33982.14,47570.40,50977.61,0,0,0
17765.41,44251.71,36894.40,36894.40,26644.88,32935.55,47378.57,51609.02,0,0,0
18227.62,44075.34,35476.68,36750.00,26962.70,32297.87,43899.77,51187.03,0,0,0
18461.89,44428.90,37331.25,35338.05,26856.38,33194.11,44785.71,50769.23,0,0,0
18540.46,45327.14,36894.40,36750.00,26856.38,32807.02,46997.62,51187.03,0,0,0
18540.46,44965.36,37039.42,34925.55,26539.68,32046.24,45145.84,50150.24,0,0,0
17765.41,44075.34,37331.25,34925.55,26644.88,33982.14,46432.95,52682.73,0,0,0
18540.46,44251.71,35062.50,36894.40,25609.38,33194.11,45692.31,51187.03,0,0,0
18072.62,43899.77,35476.68,35476.68,25711.30,33849.50,46060.89,49540.35,0,0,0
18698.31,44428.90,36894.40,34925.55,26539.68,32171.81,46246.47,49540.35,0,0,0
18540.46,45327.14,36462.96,36894.40,26330.40,33849.50,45145.84,51397.50,0,0,0
18072.62,44075.34,37331.25,34925.55,26644.88,33982.14,46246.47,49742.64,0,0,0
18383.56,44606.89,37478.07,37185.02,26122.59,34249.01,46060.89,49138.69,0,0,0
17613.19,44785.71,35338.05,36606.18,26962.70,33717.39,43899.77,51187.03,0,0,0
17689.19,44251.71,36462.96,36894.40,25813.59,33064.58,46808.52,50977.61,0,0,0
18698.31,43724.99,35338.05,36606.18,26122.59,34115.31,45876.17,51187.03,0,0,0
18461.89,44075.34,37185.02,36320.33,26644.88,33324.16,45327.14,50977.61,0,0,0
18383.56,44075.34,37185.02,36320.33,26434.86,32046.24,43724.99,52250.00,0,0,0
18305.47,42862.93,37922.27,34925.55,26644.88,34115.31,45692.31,50977.61,0,0,0
18227.62,42020.00,36750.00,36750.00,26856.38,33324.16,45692.31,50769.23,0,0,0
18540.46,44428.90,37773.59,34653.30,26644.88,33585.80,47187.65,51187.03,0,0,0
18305.47,44606.89,37331.25,36178.27,27069.40,32424.42,46246.47,50977.61,0,0,0
17918.55,44428.90,37773.59,34925.55,26644.88,34249.01,45692.31,50977.61,0,0,0
18305.47,44428.90,36606.18,34789.16,26750.44,32678.99,44075.34,51187.03,0,0,0
17995.47,44075.34,36606.18,36178.27,26122.59,34518.00,44428.90,52035.27,0,0,0
17689.19,44075.34,35200.00,36606.18,26330.40,32424.42,45509.30,51609.02,0,0,0
18619.27,43724.99,37185.02,36462.96,25205.17,32046.24,43551.03,51187.03,0,0,0
17918.55,42523.48,35615.85,37185.02,26434.86,32551.46,46246.47,50769.23,0,0,0
18305.47,43899.77,37625.53,36462.96,25104.99,33324.16,45327.14,49945.95,0,0,0
18698.31,44075.34,36894.40,36178.27,26226.31,32678.99,43724.99,51821.61,0,0,0
18383.56,44075.34,36750.00,36750.00,26750.44,33194.11,45509.30,48740.92,0,0,0
18461.89,44251.71,37773.59,34925.55,26226.31,33194.11,45509.30,51821.61,0,0,0
18227.62,43033.78,36462.96,36036.81,25609.38,32678.99,44785.71,49742.64,0,0,0
